gene,0,12,24,48,72,Cluster
A17R_Medtr4g104870_rep2,28.05,13.79,40.75,35.3,46.76,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr5g026320_rep2,0.38,2.29,0.64,0.28,0.08,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr8g027100_rep2,13.98,19.19,9.46,4.65,4.52,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr8g006090_rep2,24.1,36.12,21.22,25.85,19.8,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr4g133620_rep2,18.52,11.61,17.25,19.43,21.93,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr1g059960_rep2,34.74,19.71,36.42,35.16,31.51,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr4g058730_rep2,0,0.2,0.49,0.02,0.05,Mtr-Shoot-DTW013-DPGP002
A17R_Medtr1g007840_rep2,21.47,16.71,27.85,36.01,36.2,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr8g081640_rep2,7.89,22.19,7.38,8.56,8.65,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr7g099380_rep2,1,0,0.47,1.27,0.61,Mtr-Shoot-DTW040-DPGP001
A17R_Medtr2g032100_rep2,16.89,41.39,19.45,22.7,22.31,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr1g027830_rep2,20.19,17.08,23.44,24.77,24.69,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr4g064807_rep2,24.27,39.41,27.81,20.94,24.42,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr6g084430_rep2,0,0,0,0.26,0.32,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr4g108370_rep2,18.19,28.62,10.97,14.48,11.52,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g080850_rep2,1.69,3.98,1.71,1.82,1.09,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr4g131350_rep2,6.29,9.65,5.54,6.04,6.37,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr2g013260_rep2,34.92,8.5,34.74,33.46,33.53,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr3g465120_rep2,21.84,28.98,19.03,19.62,19.77,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g027040_rep2,2.88,5.65,2.61,3.14,4.55,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr4g124470_rep2,48.79,35.08,42.4,35.74,36.75,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr1g081280_rep2,43.89,15.92,33.61,22.01,19.78,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr3g091680_rep2,2.09,5.46,2.3,1.98,1.82,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr7g083540_rep2,3.48,11.68,3.74,3.21,3.42,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr4g087440_rep2,116.47,91.21,125.04,113.09,118.83,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr5g074290_rep2,12.94,25.16,18.87,10.39,9.93,Mtr-Shoot-DTW027-DPGP001
A17R_Medtr8g017210_rep2,30.82,15.43,23.45,29.68,27.29,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr8g099930_rep2,1.96,4.01,1.22,1.24,0.59,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr7g090590_rep2,81.08,707.24,45.58,73.18,41.17,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr2g046130_rep2,18.67,25.54,17.19,17.05,15.32,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr2g010180_rep2,6.68,12.07,6.98,7.27,6.12,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr2g017950_rep2,1.06,1.35,1.64,7.4,9.01,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr7g081130_rep2,8.14,12.01,8.28,4.31,5.41,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr7g056413_rep2,37.14,82.55,52.66,40.35,42.22,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr2g089350_rep2,17.34,17.08,21.01,19.86,20.74,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr8g086390_rep2,1.4,1.7,1.58,1.97,2.25,Mtr-Shoot-DTW036-DPGP001
A17R_Medtr1g104630_rep2,18.81,4.58,12.64,14.74,11.18,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr1g015410_rep2,85.08,23.93,70.39,76.37,68.8,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr5g022350_rep2,16.93,37.17,14.29,16.1,11.51,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g015200_rep2,0.02,0,0,0.1,0.05,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr4g130730_rep2,7.87,42.01,8.25,11.57,11.39,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr4g104880_rep2,36.08,80.15,34.26,50.34,52.78,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr4g132110_rep2,332.04,989.09,613.51,387.62,328.84,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr8g088720_rep2,549,215.29,595.73,490.47,427.22,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr2g450310_rep2,38.6,5.87,35.48,37.1,32.49,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr4g132260_rep2,21.8,70.84,22,27.03,32.89,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr5g056550_rep2,47.62,85,40.39,37.64,34.38,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g014470_rep2,23.25,20.43,20.86,15.94,14.79,Mtr-Shoot-DTW044-DPGP002
A17R_Medtr3g074250_rep2,40.36,35.74,32.87,28.08,20.89,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr1g028920_rep2,0,0.29,0.29,3.5,3.44,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr8g074270_rep2,22.06,19.46,41.27,36.71,50.68,Mtr-Shoot-DTW007-DPGP001
A17R_Medtr3g085300_rep2,18.82,11.07,27.09,24.11,24.97,Mtr-Shoot-DTW026-DPGP001
A17R_Medtr7g099710_rep2,9.27,1.32,9.84,11.52,10.19,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr3g462990_rep2,565.92,274.74,510.03,343.91,390.71,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr8g088560_rep2,6.11,7.86,10.47,14.06,14.46,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr5g070700_rep2,0.33,23.31,0.23,0.32,0.47,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr3g085020_rep2,0,0.35,0.14,0.35,0.97,Mtr-Shoot-DTW036-DPGP001
A17R_Medtr4g093910_rep2,0.06,0.63,1.18,3.33,4.25,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr2g036740_rep2,56.44,15.55,31.64,35.19,31.45,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr7g113480_rep2,16.09,53.27,19.63,26.07,21.77,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr6g453010_rep2,0.11,0,0.17,0,0.07,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr8g103480_rep2,52.92,20.91,46.35,45.91,39.75,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr5g016660_rep2,7.6,20.12,10.17,12.58,14.56,Mtr-Shoot-DTW005-DPGP001
A17R_Medtr4g124790_rep2,135.16,186.98,113.36,105.24,94.92,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g098915_rep2,1.81,1.46,2.93,4.38,9.91,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr3g436170_rep2,1.69,0,1.11,1.63,2.26,Mtr-Shoot-DTW033-DPGP001
A17R_Medtr7g078690_rep2,24.09,16.92,22.59,20.9,23.76,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr8g019450_rep2,1.92,2.87,4.2,5.37,5.78,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr4g122670_rep2,43.47,31.07,38.79,41.93,37.22,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr4g065040_rep2,9.14,33,19.92,5.87,7.9,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr6g014190_rep2,17.15,32.65,11.2,10.89,7.21,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g092040_rep2,267.05,168.7,277.77,267.38,284.57,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr8g075090_rep2,18.08,34.09,17.92,17.66,18.13,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr2g438440_rep2,0.17,0.04,0.06,0.47,1.03,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr3g053710_rep2,5.16,9.47,5.63,4.63,3.56,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr5g098860_rep2,3.35,8.88,3.61,4.07,3.82,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g450510_rep2,88.79,107.27,85.28,62.74,63.82,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr8g089560_rep2,78.02,37.25,33.94,23.94,32.07,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr7g114980_rep2,20.46,39.12,33.44,30.96,45.53,Mtr-Shoot-DTW015-DPGP002
A17R_Medtr6g084470_rep2,121.2,72.42,98.87,144.63,161.58,Mtr-Shoot-DTW037-DPGP002
A17R_Medtr3g022600_rep2,1.36,2.36,1.22,1.93,2.28,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr4g088225_rep2,4.21,8.31,6.05,4.47,6.62,Mtr-Shoot-DTW045-DPGP001
A17R_Medtr8g024380_rep2,2.75,7.19,5.55,9.82,13.89,Mtr-Shoot-DTW036-DPGP001
A17R_Medtr2g462000_rep2,0.63,0.52,0.81,2.96,3.8,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr2g060760_rep2,5.78,6.77,7.06,10.59,9.44,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr4g029130_rep2,18.39,9.01,11.21,11.04,9.15,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr7g065920_rep2,4.98,15.91,4.64,5.63,4.41,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr8g005175_rep2,2154.49,1197.05,2332.9,1901.35,2034.99,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr8g097220_rep2,4.77,10.16,4.54,4.7,5.62,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr1g066750_rep2,1.65,4.1,0.68,0.84,0.58,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g024310_rep2,193.33,110.64,159.42,166.33,163.36,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr2g042970_rep2,12.91,39.64,15.82,13.33,15.49,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr1g007380_rep2,235.89,52.98,261.49,294.74,324.44,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr7g117670_rep2,11.72,18.32,8.02,10.42,7.96,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g129200_rep2,1.02,4.43,1.09,0.66,0.84,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr5g075450_rep2,260.01,91.31,252.39,262.22,306.18,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr7g034105_rep2,0.03,0,0,0,0.53,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr8g069820_rep2,27.3,9.12,17.56,20.59,13.41,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr5g072140_rep2,47.34,32.15,39.62,43.7,37.16,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr6g043880_rep2,1.9,0.61,0.71,0.61,1.42,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr3g094320_rep2,4.88,2.64,4.69,5.79,6.88,Mtr-Shoot-DTW037-DPGP002
A17R_Medtr8g019290_rep2,9.73,3.3,12.79,17.52,18.12,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr2g105570_rep2,27.22,19.47,23.08,19.15,19.57,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr1g026380_rep2,6.89,10.25,14.37,11.58,25.05,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr1g082690_rep2,8.26,0.32,4.26,3.6,2.54,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr4g064750_rep2,461.46,253.3,479.55,492.89,488.56,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr7g097190_rep2,0.6,6.8,0.63,0.7,1.17,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr5g073750_rep2,4.14,1.9,2.02,6.6,4.84,Mtr-Shoot-DTW016-DPGP001
A17R_Medtr4g101070_rep2,0.81,3.14,1.19,1.22,1.26,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g070210_rep2,2081.64,688.72,1841.11,1463.67,1469.82,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr0004s0210_rep2,0.41,0.48,0.82,1.49,1.17,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr8g088510_rep2,39.54,52.73,28.37,24.89,25.97,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr1g067200_rep2,13.29,23.15,14.54,12.12,12.03,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr7g062940_rep2,2.79,0.64,1.85,3.4,5.98,Mtr-Shoot-DTW033-DPGP001
A17R_Medtr2g019250_rep2,0,0,0,0,0.48,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr8g089895_rep2,64.53,242.16,82.78,94.12,90.13,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr4g098480_rep2,2.34,1.34,1.51,0.78,0.92,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr1g115440_rep2,0.27,1.51,0.93,0,0.06,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr1g066390_rep2,86.89,54.54,130.19,78.71,109.47,Mtr-Shoot-DTW035-DPGP001
A17R_Medtr4g070060_rep2,3.66,8.12,2.78,3.67,3.47,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr8g447230_rep2,0.44,0.17,0.34,0.52,0.81,Mtr-Shoot-DTW033-DPGP001
A17R_Medtr8g018735_rep2,212.14,1528.9,223.17,154.09,115.87,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr1g098160_rep2,18.99,65.05,18.42,28.64,31.65,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr8g018980_rep2,0.39,0.09,1.09,0.63,0.25,Mtr-Shoot-DTW025-DPGP002
A17R_Medtr0565s0010_rep2,2.55,9.25,2.33,1.43,2.6,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr2g015390_rep2,120.33,176.95,127.49,141.88,128.21,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr3g111380_rep2,2.7,9.32,2.43,1.91,1.97,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr8g032030_rep2,2,5.58,3.05,3.18,2.82,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr7g104650_rep2,23.96,64.8,27.31,25.8,24.38,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr5g069430_rep2,9.39,17.05,9.41,11.97,10.84,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr2g011160_rep2,3.34,4.45,4.67,7.5,8.17,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr3g048290_rep2,3.2,4.85,1.97,3,2.17,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr3g037750_rep2,54.74,85.04,35.7,47.67,26.01,Mtr-Shoot-DTW006-DPGP002
A17R_Medtr1g051180_rep2,0.08,1.44,1.12,0.02,0,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr5g094340_rep2,5.98,15.81,6.08,5.84,6.85,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g091340_rep2,12.81,34.41,15.66,6.72,7.29,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr8g089900_rep2,0,4.73,0.64,0.58,0.53,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr2g100270_rep2,31.43,71.16,36.18,34.72,29.35,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr5g018320_rep2,3.49,0.56,5.89,3.11,5.01,Mtr-Shoot-DTW035-DPGP001
A17R_Medtr7g098630_rep2,1.68,1.82,0.89,0.25,0.59,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr7g084380_rep2,117.11,49.99,78.19,81.68,65.17,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr8g087940_rep2,3.53,3.73,1.87,1.97,1.73,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr4g122750_rep2,5.23,15.9,5.86,4.56,5.84,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr4g101630_rep2,116.69,106.16,121.35,93.36,40.83,Mtr-Shoot-DTW032-DPGP001
A17R_Medtr2g039620_rep2,3.14,1.02,2.44,2.91,2.83,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr7g022840_rep2,3.71,0.33,4.01,5.94,8.21,Mtr-Shoot-DTW037-DPGP002
A17R_Medtr5g017470_rep2,19.16,19.83,23.17,24.42,26.39,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr8g015230_rep2,15.69,10.72,14.63,13.62,13.27,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr3g100280_rep2,11.06,18.47,9.67,11.53,9.97,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr0009s0410_rep2,0.82,3.92,0.52,1.64,1.43,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr3g086740_rep2,0.91,2.6,0.27,0.18,0.28,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g107040_rep2,55.88,111.19,67.14,61.53,61.48,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr3g061570_rep2,8.27,6.55,7.68,14.17,12.07,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr3g026400_rep2,502.96,1242.11,520.46,439.78,316.76,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr1g073610_rep2,0.32,0.55,0.04,0.09,0.25,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr4g021260_rep2,0.97,0.48,1.3,3.73,3.68,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr3g058630_rep2,30.01,71.22,41,41.41,38.07,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr8g009980_rep2,15.7,14.28,21.02,17.22,20.28,Mtr-Shoot-DTW021-DPGP002
A17R_Medtr7g102490_rep2,8.87,32.92,12.94,10.56,14.82,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr6g093180_rep2,0.14,0.38,0.4,0.81,0.57,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr4g112530_rep2,322.18,146.89,273.86,234.18,215.6,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr7g113960_rep2,57.33,29.26,51.73,44.72,49.48,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr2g089300_rep2,1.15,0,1.56,1.67,2.18,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr2g017970_rep2,1.69,3.19,4.83,9.03,7.37,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr1g070085_rep2,21.47,19.43,15.89,11.93,40.06,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr5g093240_rep2,18.44,71.83,22.52,21.39,21.09,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr2g101370_rep2,74.49,23.58,24.42,12.86,17.64,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr5g030620_rep2,0.05,0.3,0.06,0.09,0.11,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr2g100350_rep2,8.34,4.26,5.84,4.12,2.78,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr5g015050_rep2,7.9,8.12,3.68,5.54,4.85,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr7g079820_rep2,0.2,0.14,0.09,0,0.06,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr4g083590_rep2,0.93,0.8,1.18,1.56,1.71,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr4g122060_rep2,28.12,18.24,22.59,25.62,22.58,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr8g089665_rep2,2.11,3.5,2.97,2.25,2.12,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr3g092710_rep2,3.75,6.32,3.13,3.29,3.07,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr6g008170_rep2,2.5,5.27,2.16,1.92,1.76,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr5g010090_rep2,39.85,11.18,58.79,65.99,73.89,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr6g036790_rep2,0,0.14,0.03,0.05,0.02,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr5g012290_rep2,62.12,19.38,102.88,94.42,97.72,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr1g092690_rep2,0,0,0,0.36,0.55,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr1g049140_rep2,14.19,1.73,16.51,13,9.83,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr7g070210_rep2,4.05,7.15,2.69,3,2.73,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr5g009970_rep2,0.2,0.07,0.47,0.77,0.51,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr0012s0290_rep2,0.28,0.26,0.53,0.81,1.43,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr2g009340_rep2,11.38,11.91,6.68,6.59,5.01,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr0011s0260_rep2,28.12,18.5,24.1,22.59,14.38,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr1g100587_rep2,9.15,18.8,7.22,4.61,6.23,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g011230_rep2,0.26,0.26,0.17,0.39,0.13,Mtr-Shoot-DTW027-DPGP002
A17R_Medtr3g466760_rep2,136.29,106.37,78.27,77.08,72.5,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr2g101820_rep2,3245.48,1336.77,3544.38,2646.18,2655.16,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr3g087390_rep2,1.4,1.67,1.23,2.55,2.98,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr1g016230_rep2,541.61,965.17,473.73,428.33,424.44,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g059320_rep2,67.27,21.41,74.83,90.79,88.89,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr3g105550_rep2,104.92,72.27,134.45,146.18,154.17,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr3g105900_rep2,3.93,10.38,3.44,4.83,3.51,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr4g078810_rep2,60.44,5.1,53.84,56.35,48.59,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr3g449390_rep2,3.15,6.35,1.75,2.17,2.09,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr2g059240_rep2,5.06,2.54,6.84,5.03,6.73,Mtr-Shoot-DTW035-DPGP001
A17R_Medtr2g087960_rep2,10.59,19.49,14.89,19.25,20.02,Mtr-Shoot-DTW015-DPGP001
A17R_Medtr0549s0020_rep2,4.52,1.5,1.35,0.98,1.51,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr4g050130_rep2,0.09,2.87,0.07,0.46,0.34,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr4g017650_rep2,0.13,0.14,0.11,0.12,0.18,Mtr-Shoot-DTW014-DPGP002
A17R_Medtr1g078030_rep2,564.5,378.3,534.24,520.22,589.37,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr5g030870_rep2,15.8,11.85,22.08,15.31,19.27,Mtr-Shoot-DTW021-DPGP002
A17R_Medtr7g033230_rep2,21.75,49.36,9.8,13.54,6.19,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g075410_rep2,46.92,21.72,53.15,45.23,46.11,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr8g027985_rep2,7.6,43.21,5.16,8.81,9.21,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g099757_rep2,17.46,4.93,20.55,15.69,15.89,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr8g020630_rep2,42,71.44,30.81,13.42,13.3,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr4g126920_rep2,36.46,4,27.06,24.85,58.95,Mtr-Shoot-DTW033-DPGP001
A17R_Medtr6g006930_rep2,0.66,2.75,2.18,1.36,1.71,Mtr-Shoot-DTW005-DPGP001
A17R_Medtr3g465470_rep2,0.51,0.27,0.61,1.59,2.18,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr7g072420_rep2,8.34,5.02,6.28,3.72,4.16,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr2g040740_rep2,2.44,0.81,0.23,0.55,1.14,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr3g073730_rep2,22.45,14.54,22.58,19.55,19.59,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr1g021100_rep2,5.73,10.22,9.93,12.53,17.17,Mtr-Shoot-DTW036-DPGP001
A17R_Medtr3g460770_rep2,0.2,0,0.2,0.1,0.13,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr4g125370_rep2,5.4,8.06,3.16,5.04,6.35,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr8g019500_rep2,41.29,64.76,42.06,40.06,35.98,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr2g086740_rep2,0.33,0.15,3,0.91,0.41,Mtr-Shoot-DTW038-DPGP002
A17R_Medtr4g027800_rep2,74.08,142.24,282.25,242.23,229.5,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr4g085480_rep2,288.58,761.56,307.13,317.02,260.84,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr8g039540_rep2,30.56,47.28,21.7,24.08,24.36,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr1g102800_rep2,0.07,0,0.42,0.24,0.13,Mtr-Shoot-DTW025-DPGP002
A17R_Medtr5g470730_rep2,0.67,10.29,0.4,0.31,0.22,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr6g082420_rep2,4.5,4.81,2.98,3.66,2.51,Mtr-Shoot-DTW006-DPGP002
A17R_Medtr4g088490_rep2,67.46,16.18,64.78,70.63,48.36,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr7g061550_rep2,11.82,36.13,12.63,12.84,14.89,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr1g484940_rep2,68.46,212.63,106.43,105.07,106.22,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr8g015960_rep2,6.18,0.66,2.8,3.01,0.84,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr4g011270_rep2,4.55,0.2,4.96,1.48,0.52,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr1g012910_rep2,7.92,12.39,6.9,7.84,6.78,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr7g007760_rep2,30.86,42.21,31.86,28.3,27.91,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr2g083920_rep2,2.74,2.98,4.25,4.24,4.28,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr4g083080_rep2,5.62,13.31,6.09,7.64,5.51,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr3g048300_rep2,24,15.51,25.8,20.17,15.22,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr8g464410_rep2,116.01,52.7,119.66,87.5,85.46,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr3g118290_rep2,36.95,57.46,32.76,39.75,38.14,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr3g072210_rep2,18.15,63.27,26.6,18.66,17.47,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr8g096880_rep2,173.68,88.75,107.86,124.97,128.52,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr1g101830_rep2,26.03,38.05,17.64,12.63,8.72,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr4g091730_rep2,0.37,1.58,1.13,1.46,1.29,Mtr-Shoot-DTW015-DPGP002
